MMSI,lng,lat
431601641,131.593317,33.815883
431601641,131.59445,33.815733
431601641,131.5967,33.815433
431601641,131.600083,33.815017
431601641,131.600633,33.814967
431601641,131.60115,33.8149
431601641,131.602317,33.81475
431601641,131.603433,33.8146
431601641,131.604033,33.814483
431601641,131.605133,33.8143
431601641,131.605633,33.814217
431601641,131.606233,33.8141
431601641,131.606667,33.814033
431601641,131.607283,33.813933
431601641,131.607767,33.81385
431601641,131.608917,33.813667
431601641,131.60945,33.813567
431601641,131.6099,33.8135
431601641,131.61055,33.813383
431601641,131.6111,33.8133
431601641,131.612267,33.8131
431601641,131.6132,33.81295
431601641,131.614417,33.812733
431601641,131.615517,33.812567
431601641,131.61655,33.8124
431601641,131.6177,33.8122
431601641,131.6183,33.8121
431601641,131.61935,33.811933
431601641,131.619833,33.811833
431601641,131.62045,33.811733
431601641,131.621,33.81165
431601641,131.62155,33.81155
431601641,131.6221,33.811467
431601641,131.62315,33.811267
431601641,131.62425,33.811083
431601641,131.624867,33.810983
431601641,131.625483,33.810883
431601641,131.625983,33.810783
431601641,131.626467,33.8107
431601641,131.627017,33.8106
431601641,131.627633,33.8105
431601641,131.628133,33.8104
431601641,131.6298,33.8101
431601641,131.63265,33.809667
431601641,131.63315,33.809583
431601641,131.633767,33.809483
431601641,131.634267,33.8094
431601641,131.636567,33.809033
431601641,131.637067,33.80895
431601641,131.637617,33.80885
431601641,131.639917,33.808467
431601641,131.641033,33.808267
431601641,131.643267,33.807883
431601641,131.644367,33.807683
431601641,131.644983,33.807583
431601641,131.645483,33.8075
431601641,131.6466,33.807317
431601641,131.648317,33.807017
431601641,131.648817,33.806917
431601641,131.649933,33.806733
431601641,131.65105,33.806533
431601641,131.651667,33.806417
431601641,131.65325,33.806167
431601641,131.653933,33.806033
431601641,131.65505,33.80585
431601641,131.656733,33.805567
431601641,131.6573,33.805467
431601641,131.6578,33.805383
431601641,131.65835,33.805267
431601641,131.660117,33.804967
431601641,131.660667,33.804883
431601641,131.662283,33.8046
431601641,131.66395,33.804317
431601641,131.66445,33.804233
431601641,131.665633,33.804033
431601641,131.667333,33.803733
431601641,131.668983,33.803417
431601641,131.66965,33.8033
431601641,131.670783,33.803083
431601641,131.67185,33.802917
431601641,131.67235,33.802817
431601641,131.67465,33.8024
431601641,131.675733,33.802217
431601641,131.678017,33.801817
431601641,131.679033,33.80165
431601641,131.67975,33.8015
431601641,131.6824,33.801033
431601641,131.683133,33.8009
431601641,131.683683,33.8008
431601641,131.6842,33.800717
431601641,131.68475,33.800617
431601641,131.685767,33.800433
431601641,131.686517,33.8003
431601641,131.687017,33.800217
431601641,131.687533,33.80015
431601641,131.68815,33.800033
431601641,131.689167,33.79985
431601641,131.690417,33.799633
431601641,131.690967,33.799533
431601641,131.691533,33.799417
431601641,131.692617,33.799233
431601641,131.6938,33.799017
431601641,131.6943,33.798933
431601641,131.694867,33.798833
431601641,131.697167,33.798433
431601641,131.6983,33.798217
431601641,131.699417,33.798017
431601641,131.700483,33.797833
431601641,131.701667,33.797617
431601641,131.702167,33.797533
431601641,131.7028,33.797417
431601641,131.703917,33.797217
431601641,131.704483,33.797133
431601641,131.70505,33.797017
431601641,131.706167,33.796817
431601641,131.706783,33.7967
431601641,131.7073,33.796617
431601641,131.709,33.796317
431601641,131.709617,33.796217
431601641,131.710183,33.796117
431601641,131.7107,33.796033
431601641,131.711883,33.795817
431601641,131.713,33.795617
431601641,131.714083,33.795417
431601641,131.714633,33.795317
431601641,131.715767,33.7951
431601641,131.716383,33.794983
431601641,131.716883,33.794883
431601641,131.717383,33.794783
431601641,131.71975,33.794333
431601641,131.720767,33.79415
431601641,131.721333,33.794017
431601641,131.722517,33.7938
431601641,131.723133,33.793683
431601641,131.725367,33.793267
431601641,131.726467,33.79305
431601641,131.728,33.792767
431601641,131.728667,33.79265
431601641,131.729767,33.792433
431601641,131.730267,33.79235
431601641,131.730817,33.792233
431601641,131.731317,33.792133
431601641,131.731917,33.792017
431601641,131.733067,33.791783
431601641,131.734117,33.7916
431601641,131.7346,33.7915
431601641,131.73515,33.7914
431601641,131.7363,33.791167
431601641,131.737417,33.790983
431601641,131.738017,33.790867
431601641,131.738533,33.790783
431601641,131.739133,33.790667
431601641,131.739633,33.790583
431601641,131.740733,33.7904
431601641,131.741767,33.790183
431601641,131.742433,33.790067
431601641,131.742933,33.789967
431601641,131.744033,33.78975
431601641,131.744633,33.789617
431601641,131.745133,33.789533
431601641,131.745733,33.7894
431601641,131.746167,33.789317
431601641,131.746783,33.789217
431601641,131.747317,33.7891
431601641,131.747917,33.789
431601641,131.748367,33.788917
431601641,131.748967,33.788817
431601641,131.749467,33.788717
431601641,131.750083,33.7886
431601641,131.750633,33.788483
431601641,131.751233,33.788367
431601641,131.751633,33.7883
431601641,131.752283,33.788167
431601641,131.752783,33.788083
431601641,131.754,33.78785
431601641,131.75455,33.78775
431601641,131.755,33.787667
431601641,131.756167,33.78745
431601641,131.7567,33.78735
431601641,131.75825,33.787067
431601641,131.758967,33.78695
431601641,131.759467,33.786867
431601641,131.760067,33.78675
431601641,131.760567,33.786667
431601641,131.761133,33.786583
