Heading,Course,Speed,lng,lat,MMSI
70.8,24.1,3.4,122.42855,36.886418,410050325
70.8,70,2.4,122.428947,36.886683,410050325
70.8,71.4,2.4,122.42896,36.886687,410050325
70.8,71.4,2.4,122.428983,36.886683,410050325
70.8,93.4,1.2,122.429212,36.886723,410050325
70.8,94.1,1.1,122.42922,36.886723,410050325
70.8,94.1,1.1,122.429567,36.886417,410050325
70.8,144.9,1.9,122.429618,36.886363,410050325
70.8,148,1.9,122.429817,36.886133,410050325
70.8,148,1.9,122.4298,36.8861,410050325
70.8,148,1.9,122.429767,36.88605,410050325
70.8,113.4,0.2,122.429807,36.885992,410050325
70.8,115.2,0.2,122.429817,36.885983,410050325
70.8,132.9,0,122.429823,36.885993,410050325
70.8,132.9,0.1,122.429825,36.885993,410050325
70.8,132.9,0,122.42983,36.885997,410050325
70.8,0,0,122.429883,36.88585,410050325
70.8,0,0,122.429867,36.885833,410050325
70.8,41.8,5.1,122.430313,36.886463,410050325
70.8,16.3,7.6,122.432053,36.888848,410050325
70.8,17.3,7.6,122.432078,36.888917,410050325
70.8,18.6,7.9,122.432453,36.88991,410050325
70.8,17.5,8,122.433433,36.892183,410050325
70.8,23.9,6.9,122.433892,36.893178,410050325
70.8,27.9,6.4,122.434358,36.89391,410050325
70.8,26,6,122.434803,36.894663,410050325
70.8,26.7,5.8,122.435207,36.895422,410050325
70.8,27.5,5.8,122.435417,36.89575,410050325
70.8,38.3,5.4,122.435755,36.896233,410050325
70.8,42.5,5.4,122.43635,36.89665,410050325
70.8,65.1,6.8,122.437402,36.897148,410050325
70.8,65.6,6.8,122.437867,36.8973,410050325
70.8,69.6,7.1,122.438622,36.897533,410050325
70.8,80.3,7.5,122.439798,36.897763,410050325
70.8,102.6,7.6,122.44112,36.89776,410050325
70.8,128.1,9.1,122.443647,36.896587,410050325
70.8,130.9,9.7,122.446292,36.894925,410050325
70.8,130.4,9.7,122.447183,36.8943,410050325
70.8,127.9,9.7,122.447637,36.894038,410050325
70.8,136.5,9.6,122.448897,36.893172,410050325
70.8,129.9,9.5,122.450228,36.892212,410050325
70.8,130.2,9.6,122.450315,36.892155,410050325
70.8,132.2,9.6,122.451572,36.891273,410050325
70.8,132,9.5,122.451655,36.891215,410050325
70.8,132.3,8.4,122.453098,36.890138,410050325
70.8,132.5,8.4,122.453708,36.889682,410050325
70.8,134.9,8.4,122.455047,36.888665,410050325
70.8,135.5,8.3,122.455182,36.888555,410050325
70.8,137.1,8.3,122.455868,36.887968,410050325
70.8,137.5,8.3,122.456863,36.887125,410050325
70.8,137.5,8.3,122.45725,36.886783,410050325
70.8,137.8,8.3,122.457957,36.886192,410050325
70.8,137.7,8.3,122.458022,36.886133,410050325
70.8,139.2,8.5,122.459605,36.88475,410050325
70.8,138.3,8.3,122.45967,36.884688,410050325
70.8,137.8,8.3,122.459802,36.88457,410050325
70.8,136.8,8.5,122.45987,36.884508,410050325
70.8,136.8,8.5,122.460067,36.884333,410050325
70.8,130.6,8.4,122.461617,36.8831,410050325
70.8,130.6,8.3,122.461702,36.883063,410050325
70.8,131.8,8.4,122.461917,36.88291,410050325
70.8,132.9,8.4,122.462027,36.882828,410050325
70.8,133.9,8.3,122.463217,36.8819,410050325
70.8,134.6,8.3,122.46363,36.881578,410050325
70.8,135.6,8.3,122.463698,36.881522,410050325
70.8,134.7,8.3,122.46417,36.881137,410050325
70.8,134.1,8.2,122.464238,36.881085,410050325
70.8,134.1,8.2,122.46475,36.880682,410050325
70.8,136.4,8.2,122.465302,36.880255,410050325
70.8,131.5,8,122.467092,36.878995,410050325
70.8,133.4,8,122.467157,36.878945,410050325
70.8,135.2,8.1,122.467257,36.87886,410050325
70.8,135.2,8.1,122.467683,36.878517,410050325
70.8,130.4,8.1,122.468235,36.878157,410050325
70.8,130.9,8.1,122.468303,36.878112,410050325
70.8,130.9,8.1,122.469333,36.877367,410050325
70.8,129.2,8.4,122.470932,36.876343,410050325
70.8,129.8,8.4,122.471033,36.87625,410050325
70.8,131,8.4,122.47158,36.875875,410050325
70.8,130.4,8.4,122.471653,36.875828,410050325
70.8,130.4,8.4,122.472767,36.87525,410050325
70.8,120.6,8.1,122.47295,36.875163,410050325
70.8,121.4,8.2,122.47303,36.875123,410050325
70.8,120.3,8.1,122.474018,36.874587,410050325
70.8,117.6,8,122.47414,36.87454,410050325
70.8,118.1,8.1,122.47526,36.874102,410050325
70.8,118.2,8.1,122.475343,36.874067,410050325
70.8,118.2,8.1,122.476283,36.873767,410050325
70.8,108.1,7.9,122.477035,36.873598,410050325
70.8,100,7.8,122.477922,36.873417,410050325
70.8,100.2,7.9,122.479305,36.873262,410050325
70.8,94.8,7.7,122.480735,36.873178,410050325
70.8,94.9,7.8,122.480823,36.873172,410050325
70.8,94.6,7.6,122.482067,36.873092,410050325
70.8,93.8,7.6,122.482198,36.873082,410050325
70.8,93.8,7.6,122.482283,36.873067,410050325
70.8,90.2,7.5,122.483342,36.873032,410050325
70.8,91.1,7.5,122.48465,36.873025,410050325
70.8,92.4,7.6,122.484737,36.873027,410050325
70.8,82.7,7.4,122.485977,36.873098,410050325
70.8,84.1,7.4,122.487483,36.873215,410050325
70.8,83.7,7.4,122.48795,36.87325,410050325
70.8,83.9,7.6,122.4887,36.873302,410050325
70.8,84.6,7.5,122.4899,36.873398,410050325
70.8,83.5,7.5,122.49121,36.8735,410050325
70.8,84.9,7.5,122.491298,36.873505,410050325
70.8,85.2,7.5,122.492865,36.873588,410050325
70.8,83.7,7.5,122.493867,36.87365,410050325
70.8,81.7,7.5,122.493952,36.873658,410050325
70.8,86.9,7.3,122.49555,36.87375,410050325
70.8,85.5,7.4,122.496122,36.873798,410050325
70.8,82,7.5,122.496208,36.87381,410050325
70.8,83.1,7.4,122.49651,36.87384,410050325
70.8,81.9,7.6,122.497942,36.87394,410050325
70.8,86.5,7.6,122.499113,36.874023,410050325
70.8,84.1,7.6,122.499245,36.874032,410050325
70.8,79.6,7.4,122.500477,36.874225,410050325
70.8,80.5,7.5,122.500565,36.874237,410050325
70.8,78.5,7.6,122.501768,36.874408,410050325
70.8,80.1,7.2,122.503008,36.87457,410050325
70.8,79.3,7.5,122.503092,36.874582,410050325
70.8,76.5,7.4,122.506177,36.875065,410050325
70.8,79.3,7.5,122.506262,36.87508,410050325
70.8,83.7,7.5,122.506907,36.875155,410050325
70.8,80.1,7.5,122.507037,36.87517,410050325
70.8,81.8,7.4,122.508172,36.875337,410050325
70.8,79.9,7.4,122.508257,36.87535,410050325
70.8,77.8,7.4,122.509582,36.87552,410050325
70.8,76.1,7.5,122.509665,36.875538,410050325
70.8,74.5,7.4,122.510748,36.87577,410050325
70.8,74.7,7.5,122.510873,36.875798,410050325
70.8,77.3,7.6,122.511995,36.876055,410050325
70.8,76.7,7.4,122.51208,36.876072,410050325
70.8,76.2,7.5,122.513285,36.876337,410050325
70.8,76,7.5,122.514283,36.876567,410050325
70.8,75,7.4,122.51457,36.876648,410050325
70.8,74.3,7.4,122.515832,36.876912,410050325
70.8,74.3,7.4,122.51615,36.876983,410050325
70.8,75.1,7.5,122.51755,36.877292,410050325
70.8,74.5,7.6,122.517635,36.87731,410050325
70.8,77.2,7.7,122.518443,36.877477,410050325
70.8,75.7,7.5,122.518527,36.877493,410050325
70.8,76.1,7.6,122.519667,36.877745,410050325
70.8,76.5,7.5,122.51975,36.877758,410050325
70.8,76.5,7.5,122.51995,36.877783,410050325
70.8,74.2,7.5,122.520933,36.877997,410050325
70.8,73.4,7.7,122.521022,36.87802,410050325
70.8,77,7.7,122.522238,36.878268,410050325
70.8,74.8,7.6,122.523622,36.87862,410050325
70.8,74.3,7.4,122.523708,36.87864,410050325
70.8,71.8,7.7,122.524808,36.878832,410050325
70.8,73.3,7.4,122.52489,36.87885,410050325
70.8,69.8,7.6,122.526295,36.879175,410050325
70.8,70.9,7.4,122.526375,36.879198,410050325
70.8,76.6,7.6,122.52745,36.879398,410050325
70.8,73.1,7.7,122.527582,36.879437,410050325
70.8,76.2,7.7,122.528677,36.879625,410050325
70.8,79,7.7,122.528808,36.879647,410050325
70.8,79,7.7,122.529367,36.879767,410050325
70.8,79.9,7.3,122.530003,36.879863,410050325
70.8,79.6,7.7,122.530092,36.879875,410050325
70.8,76.8,7.4,122.531288,36.880088,410050325
70.8,75.8,7.6,122.531368,36.880103,410050325
70.8,78.4,7.6,122.5326,36.880323,410050325
70.8,75.2,7.4,122.53391,36.880533,410050325
70.8,75.2,7.4,122.535423,36.880785,410050325
70.8,75.8,7.5,122.535503,36.880798,410050325
70.8,81.4,7.6,122.536443,36.880952,410050325
70.8,79.4,7.1,122.536523,36.880962,410050325
70.8,79.4,7.1,122.536767,36.881,410050325
70.8,83.2,7.3,122.537837,36.881165,410050325
70.8,81.4,7.5,122.538985,36.881347,410050325
70.8,82.5,6.9,122.539068,36.881357,410050325
70.8,83.3,7.4,122.54017,36.881543,410050325
70.8,83.1,7.4,122.540255,36.881557,410050325
70.8,75.5,6.7,122.541398,36.881745,410050325
70.8,76.6,7.1,122.54148,36.881758,410050325
70.8,76.1,6.9,122.54281,36.88194,410050325
70.8,77.6,7,122.54289,36.881953,410050325
70.8,78.2,6.9,122.54387,36.882092,410050325
70.8,78.7,7.5,122.543955,36.882105,410050325
70.8,78.7,7.2,122.545077,36.882278,410050325
70.8,77.1,6.9,122.545157,36.882293,410050325
70.8,75.2,7.2,122.54652,36.882565,410050325
70.8,75.1,7.2,122.5466,36.882582,410050325
70.8,77.5,6.9,122.547542,36.88277,410050325
70.8,74.5,7,122.547698,36.882807,410050325
70.8,77.3,7.2,122.548745,36.883032,410050325
70.8,75.4,7.1,122.548825,36.883048,410050325
70.8,77.1,7.2,122.549998,36.883298,410050325
70.8,75.4,7.2,122.55008,36.883317,410050325
70.8,77.2,7.2,122.55129,36.88357,410050325
70.8,76.2,7.2,122.551417,36.883595,410050325
70.8,75.7,7.2,122.55253,36.883823,410050325
70.8,75.6,7.2,122.5529,36.8839,410050325
70.8,79.2,7.5,122.553878,36.884093,410050325
70.8,77.9,7.2,122.554833,36.884283,410050325
70.8,72.9,7.5,122.556327,36.884608,410050325
70.8,75.3,7.1,122.556405,36.884627,410050325
