Course,Speed,lng,lat
198.7,12.8,129.485073,34.297382
199.4,12.9,129.484778,34.296698
200.1,12.9,129.484538,34.29614
199.3,12.9,129.484345,34.295688
200.2,12.9,129.4841,34.29513
199.1,12.9,129.483858,34.294565
200.9,12.9,129.483605,34.29401
200.2,12.8,129.483313,34.293337
200.0,12.8,129.483065,34.29278
199.5,12.9,129.482843,34.292272
200.7,12.8,129.48259,34.291718
200.3,12.9,129.482343,34.29115
199.7,12.8,129.482073,34.290537
200.2,13.0,129.481842,34.29003
200.8,12.7,129.481585,34.28948
199.9,13.0,129.481358,34.28897
201.1,12.7,129.481105,34.288423
200.6,12.8,129.480803,34.28775
200.0,12.7,129.480565,34.2872
198.4,12.9,129.480327,34.28663
201.1,12.7,129.480075,34.286087
198.4,12.8,129.479873,34.285573
199.5,12.7,129.479655,34.285078
199.4,12.8,129.479393,34.284457
199.4,12.9,129.479125,34.283845
199.8,12.7,129.478913,34.283343
198.8,13.0,129.478672,34.282777
200.4,12.6,129.478455,34.282283
198.7,12.9,129.478197,34.281662
199.0,12.7,129.477935,34.281052
198.3,12.8,129.477698,34.280487
201.4,12.8,129.477447,34.279933
198.7,12.7,129.477242,34.27943
200.1,12.8,129.477,34.278872
198.3,12.8,129.476773,34.278307
201.5,12.8,129.47652,34.277753
198.3,12.9,129.476293,34.277187
200.4,12.8,129.476042,34.276628
198.5,12.8,129.475807,34.276065
200.0,13.0,129.475552,34.275502
199.6,12.7,129.475325,34.274942
198.4,13.1,129.475082,34.274368
200.9,12.8,129.47481,34.27376
199.5,12.9,129.474572,34.273188
199.5,12.9,129.474353,34.272685
199.6,12.9,129.474083,34.27206
199.4,13.0,129.473892,34.27161
199.3,12.8,129.473627,34.270987
199.6,13.2,129.473358,34.270358
199.0,12.7,129.473145,34.26986
199.1,13.2,129.472898,34.269282
198.6,12.7,129.472642,34.268672
199.7,13.1,129.472425,34.268152
197.4,12.8,129.472218,34.26759
197.5,13.0,129.472013,34.267067
198.3,12.9,129.471788,34.266507
199.1,12.7,129.471528,34.265885
197.9,13.1,129.471303,34.265312
198.1,12.7,129.471073,34.264753
200.0,13.1,129.470817,34.264185
199.8,12.7,129.470575,34.263637
201.0,13.1,129.470312,34.263068
199.3,12.8,129.470068,34.262517
201.0,13.0,129.46977,34.2619
201.1,12.8,129.469543,34.261407
201.0,13.0,129.469305,34.2609
201.3,12.7,129.469053,34.26035
199.6,13.0,129.46881,34.25978
199.5,12.8,129.46852,34.259113
198.3,12.9,129.468288,34.258542
199.6,12.9,129.468072,34.258038
198.1,12.9,129.467853,34.257462
198.0,13.0,129.467642,34.256955
199.6,12.8,129.467382,34.256332
198.4,13.1,129.467127,34.255702
201.0,12.7,129.46688,34.255145
198.3,13.1,129.466697,34.254683
199.6,12.8,129.466447,34.254123
200.2,13.2,129.466172,34.253495
200.0,12.7,129.465932,34.252942
199.4,13.2,129.46566,34.252305
200.0,12.8,129.465465,34.251863
200.0,13.1,129.465215,34.251287
198.4,12.9,129.464953,34.250672
200.1,13.1,129.464727,34.250153
199.6,12.8,129.464493,34.249595
199.3,13.0,129.464207,34.248903
199.0,12.9,129.46402,34.248453
198.8,13.0,129.463757,34.247823
199.1,13.0,129.463517,34.247258
199.5,12.9,129.463272,34.246688
199.7,12.9,129.463032,34.246125
199.3,12.9,129.46277,34.245498
199.6,12.9,129.462577,34.24505
199.8,12.9,129.46233,34.244485
200.6,12.8,129.462072,34.243928
202.2,13.0,129.461773,34.243313
200.7,12.8,129.461547,34.242818
200.8,13.1,129.461257,34.242197
201.2,12.8,129.461002,34.241645
200.9,13.1,129.46074,34.241073
200.5,12.8,129.46049,34.240523
200.5,12.8,129.460212,34.239898
199.8,12.9,129.460023,34.239447
199.4,12.8,129.45976,34.238822
198.9,13.1,129.459547,34.238307
200.5,12.7,129.459305,34.237748
198.8,13.2,129.459075,34.237172
199.5,12.7,129.458788,34.2365
197.6,13.1,129.458585,34.235973
197.8,12.7,129.458355,34.235423
199.4,13.1,129.458137,34.234902
198.9,12.8,129.45789,34.234292
198.2,12.7,129.45764,34.233667
198.3,12.9,129.457413,34.233103
198.8,12.8,129.457227,34.232653
198.1,12.8,129.456978,34.232038
199.1,12.7,129.456765,34.231538
198.6,12.7,129.45654,34.230983
198.4,12.5,129.456265,34.23032
199.6,12.8,129.456027,34.22976
198.6,12.5,129.455828,34.229268
198.1,12.7,129.455585,34.22865
197.6,12.5,129.45541,34.228208
198.8,12.8,129.45516,34.22759
198.6,12.5,129.454923,34.226987
197.6,12.7,129.454728,34.226477
199.0,12.5,129.454527,34.225985
198.4,12.6,129.45426,34.225313
197.7,12.7,129.45406,34.224812
198.9,12.7,129.45383,34.22425
197.7,12.8,129.453595,34.223628
197.5,12.7,129.453383,34.223068
196.0,12.8,129.453198,34.222555
196.7,12.7,129.452955,34.221942
199.3,12.8,129.452767,34.221492
199.4,12.7,129.452513,34.220882
199.1,12.7,129.452288,34.220317
197.3,12.7,129.452072,34.219758
198.3,12.6,129.451838,34.2192
199.4,13.0,129.451578,34.218583
199.7,12.5,129.451373,34.218088
198.7,12.9,129.45115,34.217522
197.1,12.6,129.450933,34.216967
199.1,12.9,129.450697,34.216403
197.6,12.6,129.450505,34.215898
197.8,12.8,129.450237,34.21522
197.4,12.7,129.450065,34.214773
198.7,12.8,129.449367,34.213033
198.5,12.7,129.448877,34.211865
199.8,12.8,129.448677,34.211417
199.9,12.6,129.448417,34.21081
199.2,12.8,129.448175,34.210247
200.9,12.7,129.447927,34.209697
200.9,12.8,129.447697,34.209198
202.1,12.7,129.447432,34.208658
202.5,12.7,129.447155,34.208112
205.2,12.8,129.446805,34.207467
204.0,12.6,129.44655,34.206987
205.6,12.7,129.446242,34.206457
204.9,12.6,129.445978,34.205983
206.6,12.7,129.445668,34.205455
205.2,12.6,129.44537,34.204923
206.7,12.6,129.445023,34.204347
206.1,12.6,129.444717,34.203822
206.7,12.6,129.444402,34.203298
204.8,12.7,129.444105,34.202767
205.6,12.6,129.443792,34.202243
206.7,12.8,129.443512,34.201765
205.0,12.4,129.443187,34.201188
204.8,12.8,129.442887,34.200643
203.5,12.5,129.442608,34.20012
203.2,12.5,129.442063,34.199103
202.8,12.8,129.441787,34.198552
201.2,12.7,129.441493,34.197963
204.4,12.6,129.441168,34.197368
202.6,12.8,129.440925,34.196882
204.9,12.6,129.440628,34.196345
203.5,13.0,129.44032,34.19574
204.4,12.6,129.440082,34.195315
204.0,13.0,129.439795,34.194768
203.8,12.4,129.439473,34.194188
204.1,13.2,129.439167,34.193632
205.2,12.4,129.438902,34.19317
204.8,13.1,129.43857,34.192555
203.6,12.5,129.438295,34.192027
204.7,12.9,129.43799,34.191473
203.4,12.7,129.437715,34.190942
204.3,12.7,129.437392,34.190342
203.7,12.7,129.437165,34.189915
205.9,12.5,129.4368,34.189275
203.5,12.8,129.436573,34.188842
204.4,12.5,129.43627,34.188313
205.2,12.8,129.43594,34.187725
205.3,12.6,129.435643,34.1872
206.0,12.7,129.435308,34.186618
204.9,12.6,129.435013,34.186087
205.0,12.7,129.434738,34.185605
205.1,12.5,129.434443,34.185077
205.7,12.8,129.434132,34.18454
206.4,12.6,129.433795,34.183968
206.5,12.9,129.433475,34.18343
208.0,12.5,129.43319,34.182972
206.7,13.0,129.432895,34.182483
207.8,12.4,129.43257,34.181977
206.4,12.9,129.432213,34.181382
206.5,12.7,129.43186,34.180817
207.2,12.7,129.431538,34.180278
204.1,12.9,129.431245,34.179742
205.7,12.6,129.430972,34.179258
203.4,12.9,129.430713,34.178775
206.1,12.5,129.430385,34.178185
202.8,13.0,129.430108,34.177637
204.8,12.4,129.429785,34.177057
203.9,12.9,129.429527,34.17656
203.9,12.6,129.429238,34.17603
204.6,12.8,129.428943,34.175492
205.4,12.6,129.428645,34.174963
204.5,12.7,129.428327,34.17437
205.0,12.7,129.428053,34.173892
204.4,12.6,129.427732,34.173302
205.1,12.7,129.42749,34.172877
204.8,12.7,129.427163,34.172288
206.7,12.7,129.426875,34.171817
206.9,12.8,129.426528,34.171233
205.9,12.6,129.426192,34.170655
207.3,12.7,129.425867,34.170125
206.5,12.6,129.425585,34.16966
207.4,12.8,129.425258,34.169123
206.7,12.7,129.424937,34.16861
209.9,12.6,129.42459,34.168092
207.7,12.9,129.424265,34.167568
208.3,12.4,129.423928,34.167053
208.1,12.9,129.423625,34.16658
210.0,12.4,129.423282,34.166075
208.8,12.8,129.422943,34.165557
208.3,12.3,129.42254,34.164955
209.6,12.7,129.422222,34.164492
208.5,12.3,129.421857,34.163943
208.8,12.5,129.42152,34.163435
207.3,12.3,129.421238,34.162978
208.0,12.3,129.420912,34.162478
209.1,12.2,129.420585,34.16198
208.0,12.2,129.420267,34.161482
208.1,12.1,129.419975,34.161035
208.1,12.2,129.419563,34.160392
207.4,11.9,129.419313,34.160002
209.5,12.1,129.418988,34.159513
207.6,11.8,129.418685,34.159023
207.3,12.1,129.418402,34.158577
209.2,11.8,129.418052,34.15805
208.9,11.9,129.41771,34.157513
207.2,11.8,129.417435,34.15708
209.0,11.9,129.417143,34.156647
208.0,11.7,129.416835,34.15617
208.2,11.9,129.416515,34.155685
208.7,11.7,129.416172,34.155162
207.6,11.8,129.415832,34.154625
207.8,11.8,129.415558,34.154192
207.7,11.8,129.415287,34.153752
206.0,11.9,129.414963,34.15321
208.1,11.7,129.414685,34.15278
207.5,11.9,129.414352,34.15224
208.5,11.7,129.41401,34.15172
209.1,11.8,129.413728,34.151282
207.1,11.7,129.413458,34.15085
207.8,11.8,129.413117,34.150317
207.0,11.8,129.412825,34.149833
207.3,11.7,129.412523,34.149345
207.4,11.8,129.412193,34.14881
206.3,11.7,129.411893,34.148328
207.9,11.8,129.411642,34.147942
207.6,11.7,129.411307,34.147413
207.2,11.8,129.411033,34.146972
209.4,11.8,129.410682,34.146448
209.4,11.7,129.41037,34.145967
207.5,11.8,129.410028,34.14544
209.2,11.6,129.409747,34.145017
208.2,11.7,129.409443,34.144538
208.1,11.3,129.409152,34.14407
207.3,11.6,129.408852,34.143593
208.1,10.7,129.408575,34.143155
207.3,11.1,129.40829,34.142693
207.2,10.4,129.40805,34.142315
207.8,10.5,129.407782,34.141873
205.4,10.3,129.407535,34.14145
206.9,9.8,129.407253,34.141
207.4,10.0,129.406977,34.140545
206.0,9.5,129.406743,34.140155
207.9,9.6,129.406542,34.139835
207.6,9.5,129.406282,34.139412
205.6,9.0,129.40608,34.13907
205.1,9.3,129.405823,34.138647
206.7,8.9,129.405595,34.138283
208.7,8.8,129.405362,34.137923
205.8,8.9,129.405173,34.137588
206.1,8.6,129.404937,34.137195
208.3,8.5,129.404705,34.136843
209.7,8.4,129.404472,34.136502
208.7,8.4,129.404225,34.136125
207.5,8.3,129.40401,34.135788
207.7,8.1,129.403798,34.135452
207.1,8.3,129.403587,34.135107
206.9,8.0,129.403425,34.134845
206.4,8.1,129.403195,34.134475
207.7,7.9,129.403008,34.134188
207.6,7.9,129.402747,34.133802
208.5,8.0,129.402532,34.133482
211.1,7.7,129.40232,34.133168
207.8,7.9,129.40213,34.132835
202.9,7.7,129.40197,34.132543
206.3,7.7,129.401768,34.132222
208.1,7.8,129.401553,34.131872
207.8,7.6,129.401368,34.131553
204.3,7.7,129.401205,34.13126
204.9,7.6,129.401015,34.130943
209.8,7.5,129.400807,34.13064
211.1,7.7,129.400595,34.13033
210.8,7.6,129.400347,34.129968
208.1,7.4,129.400168,34.129697
207.5,7.5,129.399968,34.129388
207.2,7.5,129.399772,34.129083
208.4,7.4,129.399575,34.12878
207.9,7.4,129.399405,34.128505
206.9,7.5,129.399198,34.128167
207.4,7.4,129.39901,34.127862
207.6,7.4,129.39882,34.127557
208.5,7.4,129.398618,34.127258
209.4,7.4,129.398397,34.126933
210.9,7.3,129.398232,34.126702
209.6,7.2,129.398013,34.12638
207.2,7.4,129.397825,34.126073
206.2,7.3,129.39764,34.125772
206.9,7.3,129.397465,34.125505
208.1,7.3,129.397253,34.125173
208.1,7.3,129.397103,34.124935
209.3,7.2,129.39686,34.124585
212.6,7.2,129.39665,34.124297
210.9,7.3,129.396453,34.124002
207.3,7.1,129.396267,34.123713
208.3,7.2,129.396068,34.123422
209.9,7.3,129.395872,34.123127
209.0,7.1,129.395707,34.122863
207.6,7.2,129.3955,34.122537
205.9,7.2,129.395337,34.12227
209.2,7.1,129.39514,34.121987
212.1,7.1,129.394897,34.12164
212.2,7.2,129.394692,34.121355
211.5,7.0,129.394507,34.121103
212.1,7.1,129.39429,34.120822
213.4,7.1,129.394095,34.120578
212.0,7.0,129.393885,34.120303
209.3,7.2,129.393665,34.119983
209.7,7.2,129.393468,34.1197
213.3,7.0,129.393285,34.119447
212.5,7.2,129.393055,34.119132
211.6,7.0,129.392892,34.118918
214.3,7.0,129.39263,34.118588
212.5,7.1,129.392447,34.118333
211.1,7.0,129.392208,34.117998
209.1,7.1,129.39203,34.11774
209.7,7.1,129.391833,34.117455
209.2,7.0,129.391658,34.1172
210.1,7.2,129.391453,34.116915
210.9,7.1,129.391253,34.116637
211.2,7.0,129.391027,34.116333
210.6,7.1,129.390845,34.116077
208.5,7.0,129.39061,34.115738
209.1,7.1,129.390453,34.11551
211.8,7.0,129.390255,34.11523
210.4,7.2,129.39006,34.114937
208.1,7.1,129.389853,34.114625
209.8,7.0,129.389672,34.11437
212.4,7.2,129.38944,34.11406
214.5,6.9,129.389268,34.113855
217.7,6.9,129.38901,34.113567
217.4,7.1,129.3888,34.113332
217.2,6.9,129.38849,34.11301
219.0,6.9,129.388268,34.112787
221.3,7.0,129.388013,34.112543
219.2,6.8,129.387803,34.112322
216.1,6.9,129.387567,34.112067
216.9,7.0,129.38733,34.111813
220.1,6.8,129.387097,34.111568
216.8,6.9,129.386875,34.1113
212.7,7.0,129.386642,34.111
215.2,6.8,129.386463,34.1108
217.4,6.9,129.386213,34.110508
216.7,7.0,129.385992,34.110245
213.9,6.8,129.385775,34.109983
215.8,6.9,129.38554,34.109725
215.5,7.0,129.385287,34.109443
217.6,6.9,129.385078,34.109218
215.7,6.9,129.384878,34.10898
213.9,6.9,129.384638,34.10869
214.2,6.9,129.384412,34.10843
216.7,6.9,129.384182,34.108173
218.1,6.9,129.383922,34.107895
216.7,6.8,129.38372,34.107667
215.2,6.9,129.383488,34.107405
218.5,7.0,129.383248,34.107157
220.8,6.8,129.38301,34.106912
216.8,6.9,129.382787,34.106647
213.4,7.0,129.382542,34.106355
213.8,6.9,129.382342,34.106127
219.6,6.8,129.38213,34.1059
218.4,7.0,129.381883,34.105608
216.0,7.0,129.381638,34.105325
217.8,6.7,129.381405,34.105085
219.4,6.9,129.381167,34.10483
214.2,6.9,129.380973,34.104597
214.3,6.8,129.38075,34.104342
215.9,6.9,129.380525,34.10408
214.8,6.9,129.380285,34.103795
213.4,6.7,129.380098,34.103563
213.2,6.9,129.379857,34.10327
214.0,6.9,129.379662,34.103037
215.9,6.8,129.37942,34.102753
214.8,6.9,129.379203,34.10249
211.0,7.0,129.378995,34.102222
213.7,6.8,129.378777,34.101965
220.0,6.8,129.378538,34.101712
218.8,6.8,129.378327,34.10149
222.4,6.6,129.378072,34.101268
224.9,6.8,129.377802,34.101043
222.8,6.8,129.377515,34.100797
225.0,6.6,129.377278,34.100607
226.9,6.8,129.376983,34.100362
223.9,6.7,129.376733,34.100133
219.0,6.8,129.376485,34.099897
220.2,6.7,129.37623,34.099672
224.2,6.7,129.375968,34.099443
221.5,6.8,129.375718,34.099208
219.9,6.6,129.375472,34.098977
224.5,6.8,129.375232,34.09877
224.2,6.8,129.37498,34.098542
220.6,6.7,129.37473,34.098307
220.7,6.8,129.374427,34.098025
220.1,6.8,129.374202,34.097813
223.0,6.8,129.373943,34.097583
225.6,6.8,129.373682,34.09736
223.5,6.6,129.373455,34.097155
221.2,6.8,129.3732,34.09692
220.8,6.7,129.372927,34.096668
221.8,6.7,129.372678,34.096435
221.8,6.8,129.372458,34.096222
221.2,6.6,129.372228,34.095988
220.6,6.8,129.37196,34.095723
218.5,6.7,129.371748,34.095512
219.4,6.7,129.371458,34.095227
223.6,6.7,129.371205,34.094993
219.9,6.8,129.370997,34.094773
218.6,6.6,129.370757,34.094538
222.4,6.8,129.370522,34.094328
220.8,6.8,129.370305,34.09412
219.7,6.6,129.370005,34.093842
221.4,6.7,129.369748,34.09361
223.7,6.7,129.369495,34.093383
222.6,6.7,129.369247,34.09315
220.7,6.6,129.369007,34.092918
219.2,6.9,129.368782,34.0927
219.9,6.8,129.36851,34.092445
225.2,6.6,129.368257,34.092223
227.0,6.8,129.367998,34.091987
219.1,6.7,129.367792,34.091772
219.8,6.6,129.367565,34.091568
223.2,6.8,129.367283,34.091313
223.7,6.7,129.366988,34.091033
223.0,6.7,129.36674,34.090797
219.7,6.8,129.36652,34.090578
221.5,6.7,129.366267,34.090352
223.1,6.8,129.366033,34.090147
222.5,6.7,129.365783,34.089917
219.6,6.7,129.365517,34.089655
218.8,6.7,129.365277,34.08942
221.1,6.5,129.365038,34.089188
220.2,6.8,129.364797,34.088942
217.4,6.6,129.364618,34.088748
218.2,6.5,129.364367,34.088485
217.4,6.7,129.364092,34.088183
216.7,6.7,129.36387,34.087937
219.2,6.7,129.363417,34.087495
220.5,6.5,129.363227,34.087312
221.7,6.5,129.362957,34.087057
218.0,6.8,129.362697,34.086793
217.5,6.5,129.36247,34.086567
221.0,6.4,129.36221,34.086308
216.5,6.8,129.362007,34.086082
218.6,6.4,129.361803,34.085875
220.6,6.7,129.361567,34.085633
216.3,6.7,129.361327,34.085365
217.6,6.4,129.361122,34.085158
221.8,6.5,129.360627,34.084668
219.8,6.5,129.360442,34.084477
215.8,6.8,129.360195,34.08421
214.2,6.5,129.35995,34.083953
222.5,6.5,129.359725,34.083748
220.3,6.7,129.359477,34.083483
217.0,6.5,129.359253,34.08325
222.8,6.5,129.35903,34.08305
222.9,6.5,129.358793,34.082822
217.0,6.6,129.358547,34.082555
217.0,6.5,129.358365,34.082367
217.9,6.7,129.35809,34.082075
221.6,6.5,129.357887,34.08187
214.9,6.7,129.357693,34.081633
214.5,6.9,129.357403,34.081312
217.5,6.4,129.357225,34.081133
223.7,6.7,129.356973,34.080895
221.0,6.7,129.35672,34.080635
218.2,6.4,129.356513,34.080428
221.9,6.6,129.35626,34.080202
223.4,6.6,129.35599,34.079957
222.7,6.5,129.355772,34.079755
219.7,6.7,129.355557,34.079545
219.8,6.6,129.355267,34.079275
221.8,6.5,129.355027,34.079047
220.0,6.6,129.354817,34.07883
219.6,6.5,129.354563,34.078572
218.8,6.6,129.354355,34.078352
216.6,6.7,129.354132,34.078112
218.3,6.5,129.353882,34.077852
221.4,6.7,129.353667,34.077633
214.8,6.7,129.353478,34.077405
214.4,6.6,129.353212,34.077112
218.6,6.7,129.353022,34.07692
220.4,6.8,129.352763,34.076655
219.2,6.8,129.352507,34.076392
222.5,6.5,129.352288,34.07619
224.0,6.7,129.352032,34.075955
222.8,6.6,129.351762,34.075712
223.4,6.5,129.351533,34.075517
225.1,6.7,129.351295,34.075322
224.7,6.6,129.350982,34.075068
225.9,6.5,129.350772,34.074902
227.3,6.6,129.35051,34.074688
227.7,6.6,129.35018,34.074405
221.1,6.6,129.34999,34.074218
221.1,6.5,129.349745,34.073998
222.2,6.5,129.349477,34.073745
218.5,6.7,129.349267,34.073535
218.1,6.4,129.349045,34.073303
218.7,6.6,129.348793,34.07303
215.9,6.7,129.348597,34.072812
224.7,6.4,129.348372,34.072615
225.0,6.6,129.348082,34.072333
214.9,6.6,129.347888,34.072113
217.8,6.4,129.347655,34.071883
221.4,6.7,129.347413,34.071643
217.5,6.6,129.347203,34.071402
216.6,6.4,129.346982,34.071158
218.1,6.6,129.346727,34.070892
218.5,6.5,129.346543,34.07071
225.4,6.5,129.346283,34.070493
227.1,6.4,129.346032,34.070292
228.2,6.3,129.34572,34.070043
225.7,6.5,129.345487,34.069853
225.9,6.4,129.345175,34.069618
230.7,6.4,129.344947,34.069465
232.1,6.5,129.34467,34.069268
224.9,6.5,129.344417,34.069057
221.7,6.5,129.34413,34.068827
228.1,6.5,129.34391,34.06867
229.6,6.5,129.343597,34.06842
225.2,6.6,129.343393,34.068242
220.8,6.6,129.34314,34.06802
221.6,6.6,129.342855,34.067787
221.8,6.6,129.342538,34.06753
228.6,6.6,129.342317,34.06737
229.6,6.6,129.341998,34.067112
221.6,6.7,129.341805,34.066917
225.1,6.6,129.341565,34.066728
227.9,6.7,129.341293,34.066517
226.1,6.7,129.340977,34.06626
227.3,6.6,129.340758,34.066095
227.2,6.7,129.340435,34.065835
224.7,6.7,129.340205,34.065635
224.6,6.7,129.33991,34.065397
227.5,6.7,129.339663,34.065207
225.4,6.8,129.339373,34.064965
224.9,6.7,129.339128,34.064772
227.9,6.7,129.338827,34.06454
229.4,6.7,129.33858,34.06435
225.2,6.8,129.338313,34.064125
226.4,6.6,129.338073,34.063938
227.4,6.6,129.337747,34.063673
225.5,6.9,129.337532,34.063493
224.5,6.8,129.337178,34.063212
230.1,6.7,129.336948,34.063052
228.8,6.9,129.336645,34.062815
225.5,6.6,129.336408,34.062622
223.4,6.7,129.33611,34.062385
226.9,6.7,129.335862,34.062192
228.5,6.7,129.335563,34.061957
224.8,6.7,129.335328,34.061753
224.0,6.8,129.335058,34.06153
223.3,6.9,129.334817,34.06133
221.8,6.7,129.334473,34.061045
229.1,6.8,129.334243,34.060875
227.8,6.9,129.333918,34.060608
224.3,6.7,129.333708,34.060437
227.7,6.8,129.333393,34.060208
230.0,6.8,129.333137,34.060027
229.9,6.7,129.332858,34.059815
224.5,7.0,129.33256,34.059565
221.8,6.7,129.332302,34.059347
231.4,6.7,129.332028,34.059167
229.8,6.9,129.331728,34.05892
221.3,6.7,129.331507,34.058713
224.7,6.7,129.331227,34.058502
228.9,6.7,129.330918,34.058272
227.8,6.8,129.330647,34.058053
221.8,6.8,129.330413,34.057848
224.4,6.7,129.330142,34.057635
228.5,6.8,129.329862,34.057423
226.6,6.8,129.329592,34.057207
225.9,6.8,129.329318,34.056993
227.0,6.7,129.328987,34.056742
227.7,6.7,129.328708,34.056532
226.2,6.8,129.328433,34.056317
226.1,6.8,129.328213,34.056145
227.1,6.7,129.32794,34.055932
226.9,6.8,129.327637,34.055688
223.1,6.9,129.327372,34.055463
226.6,6.7,129.327093,34.05526
233.0,6.8,129.326798,34.055057
226.5,6.8,129.326585,34.054882
225.5,6.7,129.326253,34.05463
226.6,6.7,129.325975,34.054418
227.2,6.8,129.325675,34.054183
226.8,6.8,129.325398,34.053967
226.7,6.7,129.325148,34.053772
225.9,6.8,129.324902,34.053578
225.5,6.8,129.32463,34.053365
225.0,6.8,129.324328,34.053128
227.9,6.8,129.324043,34.052918
230.5,6.7,129.323763,34.052712
227.3,6.8,129.323465,34.05247
223.9,6.8,129.323247,34.052295
228.1,6.8,129.322937,34.052067
229.5,6.8,129.32266,34.051855
226.9,6.7,129.32239,34.051637
225.0,6.7,129.32212,34.051418
225.0,6.7,129.321847,34.051205
227.1,6.8,129.321593,34.051012
227.9,6.7,129.321318,34.050803
228.5,6.7,129.321013,34.05057
226.6,6.8,129.320708,34.050333
226.5,6.7,129.320437,34.050123
229.0,6.7,129.320157,34.049913
224.7,6.8,129.319947,34.049733
224.0,6.8,129.319647,34.049497
228.5,6.7,129.319367,34.04929
229.8,6.8,129.319088,34.049072
224.6,6.9,129.318825,34.048848
226.0,6.6,129.31855,34.04864
227.7,6.8,129.318298,34.048448
226.5,6.8,129.317997,34.048212
229.1,6.6,129.317718,34.048008
229.1,6.8,129.31744,34.047793
227.0,6.8,129.317165,34.047575
227.1,6.7,129.31692,34.047385
227.1,6.8,129.316643,34.04717
226.4,6.9,129.316338,34.04693
227.8,6.7,129.316065,34.046723
230.6,6.8,129.315778,34.046512
226.8,6.8,129.315535,34.046313
225.4,6.7,129.315238,34.046077
226.6,6.8,129.314985,34.045878
225.9,6.8,129.314715,34.045658
226.3,6.8,129.314393,34.045395
228.4,6.8,129.314145,34.045193
221.8,6.8,129.31389,34.04496
225.7,6.7,129.313642,34.04477
228.8,6.8,129.313365,34.044552
223.9,6.9,129.3131,34.04432
222.8,6.8,129.312808,34.044078
227.6,6.7,129.31253,34.043865
227.2,6.9,129.31223,34.043617
222.5,6.8,129.312,34.04341
223.0,6.8,129.311763,34.043207
223.3,6.9,129.311502,34.04297
224.7,6.8,129.311212,34.04272
225.8,6.8,129.310943,34.042498
227.3,6.8,129.310667,34.042287
232.1,6.6,129.310408,34.042117
234.4,6.6,129.310142,34.041953
237.9,6.4,129.30981,34.04178
241.4,6.4,129.309437,34.041605
243.4,6.3,129.309155,34.041487
245.9,6.3,129.308805,34.04135
245.7,6.3,129.308552,34.041252
245.5,6.3,129.308233,34.041133
247.2,6.3,129.307912,34.041017
246.5,6.3,129.307557,34.040885
244.2,6.3,129.30724,34.040762
245.6,6.3,129.306918,34.040645
249.8,6.3,129.306623,34.040545
243.3,6.4,129.306312,34.040407
238.5,6.4,129.305997,34.040268
240.2,6.4,129.305615,34.040115
247.3,6.3,129.305322,34.040018
252.2,6.3,129.304992,34.039917
246.9,6.3,129.304703,34.039808
248.8,6.2,129.304408,34.039723
251.1,6.3,129.304043,34.039623
251.1,6.2,129.303683,34.03952
250.6,6.3,129.303383,34.039437
251.5,6.3,129.30305,34.039347
252.3,6.2,129.30269,34.039243
251.0,6.3,129.302388,34.039153
249.0,6.4,129.302058,34.039053
250.3,6.2,129.301697,34.038953
250.7,6.4,129.301392,34.038865
250.1,6.3,129.301055,34.038767
251.3,6.3,129.30072,34.038677
250.5,6.4,129.300417,34.038593
252.3,6.3,129.300083,34.038503
253.9,6.3,129.299677,34.038395
253.3,6.4,129.299337,34.038298
248.5,6.3,129.299042,34.038202
246.7,6.5,129.29867,34.038088
249.4,6.4,129.298367,34.038003
254.2,6.4,129.298027,34.037913
256.1,6.4,129.29765,34.037807
248.1,6.5,129.297348,34.0377
252.1,6.4,129.296668,34.037508
252.7,6.5,129.296257,34.037388
247.0,6.6,129.295988,34.037295
247.9,6.4,129.295615,34.037192
256.9,6.5,129.295297,34.037122
251.3,6.5,129.29496,34.037017
246.3,6.4,129.29462,34.03691
255.9,6.5,129.293928,34.036733
254.7,6.5,129.293587,34.03663
249.5,6.5,129.293252,34.036518
249.5,6.5,129.292912,34.036413
251.8,6.5,129.292537,34.0363
249.1,6.6,129.291887,34.036095
248.2,6.5,129.291547,34.035997
252.0,6.4,129.291205,34.035923
260.4,6.3,129.290857,34.035873
263.1,6.1,129.290623,34.035852
267.0,6.1,129.290522,34.035848
267.4,6.1,129.290385,34.035842
265.9,6.1,129.290285,34.035835
276.6,5.9,129.29009,34.035857
272.8,6.0,129.289987,34.035852
268.6,5.9,129.28989,34.035852
279.7,5.9,129.28976,34.035882
275.2,5.9,129.2895,34.035898
279.0,5.8,129.289178,34.035935
279.3,5.9,129.288875,34.03597
278.0,5.9,129.288515,34.036008
282.5,5.9,129.288193,34.036057
283.8,6.0,129.287865,34.036102
273.7,6.0,129.287567,34.036117
273.8,6.0,129.287202,34.036157
279.0,6.0,129.286903,34.036198
278.4,6.1,129.28657,34.036232
276.5,6.1,129.286165,34.03627
273.5,6.1,129.285863,34.03629
276.4,6.1,129.285523,34.036323
276.4,6.2,129.285145,34.03635
274.9,6.1,129.284873,34.036365
271.8,6.2,129.28453,34.036377
270.0,6.3,129.28415,34.036398
273.0,6.2,129.283807,34.036425
274.3,6.3,129.28349,34.03644
269.5,6.3,129.283107,34.036447
274.7,6.2,129.28283,34.036472
276.4,6.3,129.28241,34.036488
280.5,6.2,129.282028,34.03651
272.9,6.3,129.281712,34.036502
265.0,6.4,129.281358,34.036492
268.8,6.3,129.281005,34.03651
275.5,6.3,129.280688,34.036533
