Course,Speed,lng,lat,MMSI
314.6,9.5,121.416547,37.656777,412767320
314.3,9.5,121.416293,37.65696,412767320
314.6,9.5,121.41616,37.657087,412767320
314.5,9.5,121.416027,37.65719,412767320
314.3,9.5,121.415587,37.657533,412767320
314.6,9.5,121.41536,37.65771,412767320
314.6,9.5,121.414987,37.657997,412767320
314.6,9.5,121.41488,37.658087,412767320
314.6,9.5,121.415067,37.65794,412767320
314.6,9.5,121.4146,37.65831,412767320
314.6,9.5,121.414427,37.658437,412767320
314.6,9.5,121.414147,37.65866,412767320
314.6,9.5,121.41376,37.658963,412767320
314.3,9.5,121.4134,37.65925,412767320
314.6,9.5,121.41296,37.659587,412767320
314.6,9.5,121.412613,37.659873,412767320
314.6,9.5,121.412213,37.66019,412767320
314.5,9.5,121.4118,37.66051,412767320
314.3,9.5,121.411533,37.660737,412767320
314.5,9.5,121.41136,37.660863,412767320
314.8,9.6,121.411067,37.66108,412767320
314.6,9.5,121.410987,37.66115,412767320
314.6,9.5,121.410787,37.661303,412767320
314.6,9.6,121.410547,37.661487,412767320
314.6,9.5,121.41036,37.66166,412767320
314.6,9.5,121.410093,37.661843,412767320
314.5,9.5,121.409813,37.662067,412767320
314.5,9.6,121.40976,37.66209,412767320
314.5,9.6,121.409613,37.662227,412767320
314.3,9.5,121.40936,37.662417,412767320
314.3,9.5,121.409093,37.66264,412767320
314.5,9.5,121.40888,37.662797,412767320
314.6,9.5,121.408653,37.66298,412767320
314.6,9.5,121.4084,37.66318,412767320
314.5,9.5,121.408133,37.663393,412767320
314.6,9.5,121.40792,37.663547,412767320
314.6,9.5,121.407693,37.663743,412767320
314.6,9.5,121.4074,37.66396,412767320
314.3,9.5,121.407213,37.664127,412767320
314.3,9.5,121.406933,37.66431,412767320
314.3,9.5,121.406707,37.664493,412767320
314.5,9.5,121.406467,37.66468,412767320
314.5,9.5,121.406213,37.66487,412767320
314.6,9.5,121.405987,37.665067,412767320
314.8,9.5,121.4058,37.665213,412767320
314.6,9.5,121.40528,37.665627,412767320
314.8,9.5,121.40504,37.665817,412767320
314.6,9.5,121.4048,37.666007,412767320
314.6,9.5,121.404547,37.6662,412767320
314.6,9.5,121.40432,37.666377,412767320
314.6,9.5,121.40416,37.66651,412767320
314.6,9.5,121.4038,37.666797,412767320
314.6,9.5,121.403613,37.66695,412767320
314.5,9.5,121.4034,37.6671,412767320
314.5,9.5,121.402987,37.66742,412767320
314.8,9.5,121.40288,37.667513,412767320
314.5,9.5,121.402547,37.667763,412767320
314.5,9.5,121.402427,37.667863,412767320
314.3,9.5,121.402613,37.667707,412767320
314.5,9.5,121.402133,37.66808,412767320
314.3,9.5,121.401773,37.668347,412767320
314.3,9.5,121.40136,37.668673,412767320
314.3,9.5,121.400987,37.668977,412767320
314.5,9.5,121.4002,37.669607,412767320
314.8,9.5,121.39976,37.66995,412767320
315,9.5,121.39952,37.67014,412767320
314.8,9.5,121.39932,37.6703,412767320
314.6,9.5,121.3988,37.670707,412767320
314.6,9.5,121.398613,37.670867,412767320
314.3,9.5,121.398213,37.671163,412767320
314.3,9.5,121.398093,37.671253,412767320
314.3,9.5,121.397893,37.671413,412767320
314.3,9.5,121.397827,37.67147,412767320
314.3,9.5,121.397653,37.671603,412767320
314.3,9.5,121.397427,37.67178,412767320
314.1,9.5,121.397133,37.672003,412767320
314.1,9.5,121.396947,37.67215,412767320
314.1,9.5,121.396693,37.67234,412767320
314.1,9.5,121.396427,37.672543,412767320
314.1,9.5,121.396213,37.672703,412767320
314.1,9.5,121.395987,37.67288,412767320
314.5,9.5,121.395547,37.67323,412767320
315,9.5,121.395067,37.673613,412767320
315,9.5,121.394733,37.673873,412767320
314.8,9.5,121.3946,37.673957,412767320
315,9.5,121.394267,37.674247,412767320
314.8,9.6,121.39404,37.6744,412767320
315.1,9.5,121.393587,37.674793,412767320
315.1,9.5,121.393427,37.674917,412767320
315,9.5,121.393333,37.674973,412767320
315.1,9.5,121.393027,37.675233,412767320
315.1,9.5,121.392867,37.675367,412767320
315.3,9.5,121.392213,37.675883,412767320
315.1,9.5,121.39188,37.676173,412767320
315.1,9.5,121.391467,37.676493,412767320
315.3,9.5,121.391067,37.676817,412767320
315.1,9.5,121.39064,37.67718,412767320
315.1,9.5,121.39028,37.677463,412767320
314.8,9.6,121.39,37.67768,412767320
314.8,9.5,121.38984,37.677807,412767320
314.6,9.5,121.389507,37.67807,412767320
314.8,9.5,121.38928,37.678253,412767320
315,9.5,121.38908,37.678413,412767320
314.6,9.5,121.38868,37.67873,412767320
314.6,9.5,121.388547,37.67882,412767320
314.8,9.6,121.38836,37.678983,412767320
314.8,9.5,121.388267,37.67904,412767320
314.8,9.6,121.388107,37.679177,412767320
314.6,9.5,121.387813,37.679397,412767320
314.8,9.5,121.387387,37.679733,412767320
314.8,9.6,121.38716,37.67992,412767320
314.5,9.5,121.38692,37.68011,412767320
314.5,9.5,121.386667,37.680293,412767320
314.6,9.5,121.386427,37.680483,412767320
314.5,9.6,121.386133,37.6807,412767320
314.3,9.6,121.385467,37.681247,412767320
314.3,9.5,121.3852,37.68147,412767320
314.1,9.5,121.38496,37.681617,412767320
314.3,9.5,121.384733,37.681807,412767320
314.3,9.6,121.384547,37.681967,412767320
314.3,9.5,121.384253,37.682197,412767320
314.3,9.5,121.383507,37.682753,412767320
314.3,9.6,121.38328,37.682947,412767320
314.1,9.5,121.38276,37.683347,412767320
314.3,9.5,121.38268,37.683417,412767320
314.1,9.5,121.382293,37.683697,412767320
314.3,9.5,121.381813,37.684077,412767320
314.6,9.6,121.381413,37.684393,412767320
314.8,9.5,121.381347,37.684463,412767320
314.6,9.5,121.381587,37.684267,412767320
315,9.6,121.381067,37.68468,412767320
315.1,9.5,121.380853,37.684847,412767320
314.6,9.5,121.38112,37.684617,412767320
315.1,9.5,121.380653,37.685007,412767320
315.1,9.5,121.380267,37.685323,412767320
315.3,9.5,121.37988,37.68564,412767320
315.3,9.6,121.379467,37.685967,412767320
315.6,9.5,121.379027,37.686313,412767320
315,9.5,121.378707,37.686577,412767320
315.1,9.6,121.37824,37.68695,412767320
315,9.5,121.378027,37.687117,412767320
314.8,9.5,121.37788,37.687243,412767320
314.8,9.6,121.3778,37.687307,412767320
314.6,9.6,121.377507,37.687537,412767320
314.3,9.5,121.37732,37.687687,412767320
314.1,9.5,121.3768,37.688097,412767320
314.1,9.5,121.37668,37.688197,412767320
314.1,9.5,121.376547,37.68828,412767320
314,9.5,121.376293,37.68847,412767320
314.1,9.5,121.376093,37.688623,412767320
313.8,9.5,121.375613,37.689003,412767320
313.8,9.5,121.37536,37.689183,412767320
313.6,9.5,121.3744,37.68992,412767320
313.6,9.5,121.374653,37.689737,412767320
313.8,9.5,121.374133,37.690137,412767320
314,9.5,121.373933,37.690283,412767320
313.6,9.5,121.37368,37.690467,412767320
313.8,9.5,121.373413,37.69069,412767320
313.8,9.5,121.372947,37.691033,412767320
314.1,9.5,121.372693,37.691217,412767320
314.1,9.5,121.371973,37.691777,412767320
314,9.5,121.371693,37.691993,412767320
314,9.6,121.371493,37.69214,412767320
314.1,9.5,121.37124,37.692337,412767320
314.3,9.5,121.3708,37.69268,412767320
314.1,9.5,121.37052,37.69289,412767320
314.3,9.5,121.37028,37.693087,412767320
314.3,9.5,121.370067,37.693233,412767320
314.3,9.5,121.3698,37.69346,412767320
314.3,9.5,121.369547,37.69364,412767320
314.1,9.6,121.368613,37.694383,412767320
314.3,9.6,121.368813,37.69421,412767320
314.1,9.5,121.3684,37.69458,412767320
314.1,9.6,121.368213,37.6947,412767320
314.3,9.5,121.368107,37.694803,412767320
314.3,9.6,121.367907,37.69496,412767320
314.3,9.6,121.367413,37.695337,412767320
314.3,9.5,121.367653,37.69514,412767320
314.1,9.5,121.36708,37.695617,412767320
314.3,9.5,121.36688,37.695737,412767320
314.3,9.5,121.36712,37.695547,412767320
314.1,9.5,121.366667,37.695883,412767320
314.3,9.5,121.366627,37.695917,412767320
314.5,9.6,121.3664,37.696107,412767320
314.1,9.6,121.365747,37.696577,412767320
314.1,9.5,121.36496,37.697207,412767320
314,9.5,121.364213,37.69781,412767320
313.8,9.6,121.363827,37.698117,412767320
313.6,9.5,121.36356,37.698337,412767320
313.8,9.5,121.36328,37.698517,412767320
313.8,9.5,121.363093,37.698673,412767320
313.8,9.6,121.3628,37.698877,412767320
313.8,9.5,121.362547,37.69907,412767320
313.8,9.6,121.36236,37.69922,412767320
313.6,9.5,121.362173,37.69935,412767320
313.8,9.5,121.362093,37.699413,412767320
313.8,9.5,121.3618,37.699627,412767320
314,9.6,121.36136,37.699967,412767320
313.8,9.5,121.36108,37.700187,412767320
313.8,9.5,121.360947,37.700283,412767320
314.1,9.6,121.360813,37.700383,412767320
314,9.6,121.360613,37.700543,412767320
314,9.6,121.36056,37.700577,412767320
313.8,9.6,121.36036,37.700733,412767320
313.8,9.5,121.360133,37.70092,412767320
313.8,9.5,121.35988,37.70111,412767320
313.8,9.6,121.359707,37.70123,412767320
313.6,9.6,121.359613,37.701293,412767320
313.6,9.6,121.359347,37.701517,412767320
313.3,9.6,121.359133,37.70167,412767320
313.8,9.6,121.358893,37.701873,412767320
313.6,9.5,121.358547,37.70214,412767320
314.1,9.6,121.357733,37.702777,412767320
313.8,9.5,121.357253,37.703127,412767320
314,9.5,121.356867,37.703423,412767320
314.1,9.6,121.356467,37.703737,412767320
313.8,9.6,121.356093,37.70401,412767320
314.1,9.6,121.355733,37.704283,412767320
314.3,9.6,121.355493,37.704473,412767320
314.3,9.6,121.35528,37.704633,412767320
314.5,9.6,121.35488,37.70495,412767320
314.5,9.6,121.35476,37.705047,412767320
314.3,9.6,121.35452,37.705237,412767320
314.3,9.6,121.354427,37.7053,412767320
314.3,9.6,121.354293,37.7054,412767320
313.8,9.6,121.353547,37.705973,412767320
314.3,9.6,121.3538,37.705783,412767320
313.8,9.6,121.35328,37.706197,412767320
313.8,9.6,121.352827,37.70654,412767320
313.6,9.6,121.353067,37.706343,412767320
313.8,9.6,121.352587,37.70671,412767320
313.8,9.6,121.352293,37.706927,412767320
314,9.6,121.351853,37.70727,412767320
313.8,9.6,121.351653,37.707417,412767320
313.8,9.6,121.35136,37.707633,412767320
313.8,9.6,121.351107,37.707817,412767320
313.8,9.6,121.350667,37.70816,412767320
314.1,9.5,121.3504,37.70839,412767320
314.3,9.5,121.35012,37.70858,412767320
314.3,9.5,121.349987,37.7087,412767320
314.1,9.5,121.349627,37.70896,412767320
314.1,9.6,121.3494,37.709153,412767320
314.1,9.6,121.349213,37.709303,412767320
314.5,9.6,121.3488,37.709617,412767320
314.3,9.5,121.3484,37.70994,412767320
314.5,9.6,121.347933,37.710283,412767320
314.1,9.5,121.3476,37.710563,412767320
314.5,9.6,121.34676,37.711207,412767320
314.3,9.6,121.346533,37.711397,412767320
314.3,9.6,121.34636,37.711523,412767320
314.3,9.5,121.346267,37.711613,412767320
314.5,9.6,121.346027,37.711777,412767320
314.3,9.5,121.345947,37.71184,412767320
314.1,9.6,121.3458,37.711963,412767320
314,9.5,121.345547,37.712153,412767320
314.1,9.5,121.345293,37.712343,412767320
314.1,9.5,121.345067,37.712533,412767320
314.3,9.5,121.344827,37.712727,412767320
314.1,9.5,121.344733,37.712783,412767320
314,9.5,121.344613,37.712877,412767320
313.8,9.5,121.344347,37.713087,412767320
314,9.5,121.34408,37.71328,412767320
314.1,9.6,121.343947,37.713413,412767320
314.1,9.5,121.343853,37.71347,412767320
314.5,9.5,121.343547,37.713723,412767320
314.3,9.5,121.34336,37.713843,412767320
314.3,9.5,121.343133,37.71403,412767320
314.3,9.5,121.342773,37.714313,412767320
314.5,9.6,121.342653,37.714417,412767320
314.5,9.5,121.342413,37.714607,412767320
314.3,9.5,121.342213,37.714753,412767320
314.5,9.6,121.341507,37.715293,412767320
314.3,9.5,121.341147,37.71558,412767320
314.6,9.5,121.340747,37.71588,412767320
314.6,9.6,121.34036,37.716197,412767320
314.1,9.5,121.339947,37.716507,412767320
313.8,9.5,121.339547,37.71682,412767320
313.8,9.5,121.339253,37.71703,412767320
313.6,9.5,121.339067,37.71719,412767320
313.6,9.6,121.3388,37.717373,412767320
313.6,9.5,121.338533,37.717603,412767320
313.6,9.5,121.33832,37.717753,412767320
313.6,9.6,121.338067,37.717947,412767320
313.8,9.6,121.337907,37.71808,412767320
314,9.6,121.337813,37.718137,412767320
313.8,9.5,121.337507,37.718397,412767320
314.1,9.6,121.337347,37.718523,412767320
314.1,9.5,121.337093,37.718713,412767320
314.5,9.5,121.336613,37.71909,412767320
314.6,9.6,121.33636,37.71928,412767320
314.5,9.5,121.33612,37.71947,412767320
314.6,9.5,121.33592,37.71963,412767320
314.8,9.5,121.335627,37.719853,412767320
314.8,9.5,121.3354,37.72005,412767320
314.5,9.6,121.33468,37.720627,412767320
314.3,9.5,121.334453,37.72078,412767320
314.3,9.6,121.334213,37.72097,412767320
314.1,9.5,121.333733,37.721347,412767320
314.1,9.6,121.333507,37.721537,412767320
314.1,9.6,121.333013,37.721913,412767320
314,9.5,121.332507,37.72228,412767320
314.1,9.5,121.332293,37.72244,412767320
314,9.6,121.332067,37.722623,412767320
313.8,9.6,121.331907,37.72275,412767320
313.8,9.6,121.331747,37.72284,412767320
313.8,9.6,121.331573,37.723007,412767320
313.8,9.6,121.33148,37.72307,412767320
313.6,9.6,121.33132,37.72319,412767320
313.6,9.5,121.331067,37.723373,412767320
313.8,9.6,121.330773,37.723603,412767320
313.8,9.5,121.330693,37.723673,412767320
313.6,9.6,121.330573,37.723757,412767320
314.1,9.6,121.33032,37.72396,412767320
314.3,9.6,121.329813,37.724347,412767320
314.3,9.5,121.330027,37.72419,412767320
314.6,9.5,121.329427,37.724683,412767320
314.6,9.6,121.329027,37.724983,412767320
314.6,9.6,121.32828,37.725563,412767320
314.6,9.5,121.32788,37.725873,412767320
314.6,9.5,121.327467,37.726197,412767320
314.8,9.5,121.3272,37.726413,412767320
314.6,9.5,121.327027,37.726547,412767320
314.6,9.5,121.326947,37.72661,412767320
314.8,9.6,121.326747,37.72677,412767320
314.6,9.6,121.326613,37.72687,412767320
314.6,9.6,121.326467,37.726993,412767320
314.8,9.6,121.326227,37.727183,412767320
314.8,9.6,121.32588,37.72747,412767320
314.8,9.6,121.32576,37.727563,412767320
314.8,9.6,121.325507,37.72775,412767320
314.5,9.6,121.32532,37.727913,412767320
314,9.6,121.32456,37.728487,412767320
313.8,9.6,121.324333,37.728633,412767320
313.5,9.6,121.324027,37.728857,412767320
313.6,9.6,121.323587,37.72918,412767320
313.5,9.6,121.323333,37.729363,412767320
313.6,9.5,121.323067,37.729587,412767320
313.6,9.5,121.32284,37.729747,412767320
313.6,9.5,121.322613,37.729937,412767320
313.8,9.6,121.322213,37.730247,412767320
314,9.5,121.32188,37.730497,412767320
314.1,9.5,121.321827,37.730533,412767320
314.1,9.5,121.3216,37.73068,412767320
314.3,9.6,121.320613,37.731487,412767320
314.6,9.5,121.320187,37.731823,412767320
314.5,9.5,121.320427,37.73164,412767320
314.5,9.5,121.31984,37.73211,412767320
313.1,9.5,121.319027,37.732733,412767320
311.5,9.5,121.318133,37.73335,412767320
311.1,9.5,121.317733,37.73365,412767320
310.8,9.5,121.317507,37.733797,412767320
311,9.5,121.317347,37.733897,412767320
310.8,9.5,121.317253,37.733947,412767320
311,9.5,121.31696,37.73415,412767320
311.1,9.5,121.316507,37.734483,412767320
311.1,9.5,121.315947,37.73487,412767320
311.1,9.5,121.315733,37.735017,412767320
311.1,9.5,121.315653,37.735067,412767320
311.3,9.5,121.315467,37.7352,412767320
311.6,9.5,121.314973,37.73555,412767320
311.8,9.5,121.314707,37.735733,412767320
311.8,9.5,121.314467,37.735913,412767320
311.6,9.5,121.314213,37.73609,412767320
311.6,9.5,121.313947,37.736273,412767320
311.6,9.5,121.313693,37.73646,412767320
311.6,9.5,121.313493,37.736607,412767320
312,9.5,121.313213,37.736817,412767320
312,9.5,121.312947,37.736987,412767320
311.8,9.5,121.31276,37.737133,412767320
311.5,9.5,121.312333,37.737413,412767320
311.8,9.5,121.312227,37.737497,412767320
311.8,9.5,121.31196,37.737673,412767320
311.6,9.5,121.31176,37.73782,412767320
311.6,9.5,121.31072,37.738543,412767320
311.8,9.5,121.310667,37.738583,412767320
311.6,9.5,121.310467,37.738737,412767320
311.6,9.5,121.31028,37.738877,412767320
311.6,9.5,121.309853,37.73916,412767320
311.8,9.5,121.309427,37.739467,412767320
311.6,9.5,121.30896,37.739803,412767320
311.8,9.5,121.308173,37.740387,412767320
311.8,9.5,121.307493,37.74087,412767320
312,9.5,121.30732,37.740993,412767320
311.8,9.5,121.30692,37.74128,412767320
311.8,9.5,121.306733,37.7414,412767320
311.8,9.5,121.306253,37.74175,412767320
311.8,9.5,121.306453,37.741603,412767320
311.8,9.4,121.306067,37.74187,412767320
311.8,9.5,121.305987,37.741927,412767320
311.8,9.5,121.305507,37.742283,412767320
311.8,9.5,121.305013,37.74264,412767320
311.8,9.5,121.3048,37.74279,412767320
311.8,9.4,121.304507,37.742993,412767320
311.6,9.4,121.303747,37.743523,412767320
311.6,9.5,121.303507,37.7437,412767320
