lng,lat,MMSI
121.45148,37.60163,412020540
121.451467,37.601693,412020540
121.451453,37.60175,412020540
121.451413,37.601807,412020540
121.4514,37.601863,412020540
121.451413,37.601827,412020540
121.451387,37.601927,412020540
121.451373,37.601987,412020540
121.45136,37.602047,412020540
121.451333,37.60211,412020540
121.451333,37.602167,412020540
121.451307,37.602233,412020540
121.451293,37.602323,412020540
121.451267,37.602387,412020540
121.45124,37.60245,412020540
121.451213,37.60252,412020540
121.451187,37.602577,412020540
121.451173,37.60263,412020540
121.451147,37.60269,412020540
121.451093,37.602757,412020540
121.451067,37.60282,412020540
121.451013,37.60289,412020540
121.45096,37.60295,412020540
121.450893,37.603017,412020540
121.450853,37.603077,412020540
121.4508,37.60311,412020540
121.450747,37.603137,412020540
121.450667,37.603187,412020540
121.450587,37.603227,412020540
121.450507,37.60327,412020540
121.45044,37.603283,412020540
121.45036,37.60332,412020540
121.450293,37.603347,412020540
121.450227,37.603367,412020540
121.450133,37.603393,412020540
121.449987,37.603423,412020540
121.449893,37.603447,412020540
121.449787,37.603477,412020540
121.44968,37.6035,412020540
121.44956,37.603523,412020540
121.449453,37.60355,412020540
121.449347,37.603573,412020540
121.44924,37.603603,412020540
121.44912,37.603633,412020540
121.449027,37.603663,412020540
121.448933,37.6037,412020540
121.448813,37.603737,412020540
121.448747,37.603757,412020540
121.44868,37.603787,412020540
121.448613,37.60381,412020540
121.44856,37.603833,412020540
121.448493,37.603867,412020540
121.448427,37.60389,412020540
121.44836,37.603923,412020540
121.448307,37.603953,412020540
121.448227,37.604,412020540
121.44816,37.604037,412020540
121.448093,37.604087,412020540
121.44804,37.604143,412020540
121.447987,37.604203,412020540
121.447933,37.604237,412020540
121.447853,37.60436,412020540
121.4478,37.604417,412020540
121.447773,37.60449,412020540
121.447747,37.604563,412020540
121.447707,37.604627,412020540
121.447693,37.60469,412020540
121.44768,37.604767,412020540
121.44768,37.60483,412020540
121.447653,37.604907,412020540
121.44768,37.604997,412020540
121.44768,37.60507,412020540
121.447707,37.605137,412020540
121.44772,37.60521,412020540
121.447747,37.605273,412020540
121.44776,37.605347,412020540
121.447773,37.60542,412020540
121.4478,37.605503,412020540
121.447827,37.60558,412020540
121.447853,37.60567,412020540
121.447867,37.605743,412020540
121.447893,37.6058,412020540
121.44792,37.60588,412020540
121.447933,37.605933,412020540
121.447947,37.606013,412020540
121.447973,37.606073,412020540
121.447987,37.606133,412020540
121.448,37.606233,412020540
121.448,37.606297,412020540
121.448013,37.606407,412020540
121.448013,37.606463,412020540
121.448013,37.606547,412020540
121.448013,37.6066,412020540
121.448013,37.606653,412020540
121.448013,37.606707,412020540
121.448,37.60678,412020540
121.447987,37.606833,412020540
121.447973,37.606893,412020540
121.447933,37.606967,412020540
121.447893,37.607033,412020540
121.447853,37.607093,412020540
121.4478,37.607153,412020540
121.44784,37.607113,412020540
121.447747,37.60722,412020540
121.447693,37.607267,412020540
121.44764,37.607317,412020540
121.447573,37.60737,412020540
121.447507,37.60742,412020540
121.447453,37.607467,412020540
121.4474,37.607503,412020540
121.447347,37.60754,412020540
121.447253,37.607617,412020540
121.4472,37.60765,412020540
121.44712,37.607707,412020540
121.447053,37.60776,412020540
121.446987,37.607813,412020540
121.446933,37.607867,412020540
121.44688,37.607907,412020540
121.446827,37.60794,412020540
121.44676,37.608,412020540
121.446693,37.608057,412020540
121.446653,37.60812,412020540
121.4466,37.60818,412020540
121.446547,37.60824,412020540
121.44652,37.608303,412020540
121.446493,37.608367,412020540
121.446453,37.608423,412020540
121.44644,37.608513,412020540
121.446427,37.608583,412020540
121.446427,37.608637,412020540
121.446427,37.6087,412020540
121.44644,37.608753,412020540
121.446453,37.608813,412020540
121.446493,37.60887,412020540
121.446507,37.608923,412020540
121.446533,37.608987,412020540
121.446573,37.609047,412020540
121.446613,37.60911,412020540
121.446667,37.609163,412020540
121.446693,37.60922,412020540
121.446747,37.60929,412020540
121.4468,37.609343,412020540
121.44684,37.60941,412020540
121.446893,37.609477,412020540
121.446947,37.609543,412020540
121.446973,37.609617,412020540
121.447027,37.60969,412020540
121.447053,37.60975,412020540
121.447107,37.609823,412020540
121.447133,37.609903,412020540
121.44716,37.60997,412020540
121.447187,37.610047,412020540
121.4472,37.610113,412020540
121.44724,37.610187,412020540
121.44724,37.610263,412020540
121.44724,37.610337,412020540
121.44724,37.610397,412020540
121.447213,37.610457,412020540
121.4472,37.61052,412020540
121.447187,37.610583,412020540
121.44716,37.61065,412020540
121.447107,37.61071,412020540
121.447053,37.61077,412020540
121.447027,37.610823,412020540
121.446973,37.610867,412020540
121.446907,37.610923,412020540
121.44684,37.610967,412020540
121.446787,37.611017,412020540
121.446733,37.61104,412020540
121.446667,37.61108,412020540
121.446587,37.611117,412020540
121.44652,37.611163,412020540
121.446453,37.611207,412020540
121.446373,37.61126,412020540
121.446307,37.61131,412020540
121.446253,37.611337,412020540
121.446173,37.611387,412020540
121.446107,37.61143,412020540
121.446027,37.611483,412020540
121.445947,37.611537,412020540
121.44588,37.611593,412020540
121.4458,37.611667,412020540
121.44576,37.611727,412020540
121.445707,37.611763,412020540
121.445653,37.611813,412020540
121.445613,37.61188,412020540
121.445573,37.611937,412020540
121.445547,37.61201,412020540
121.445507,37.612087,412020540
121.445493,37.612147,412020540
121.44548,37.612207,412020540
121.44548,37.612273,412020540
121.44548,37.612253,412020540
121.445467,37.612337,412020540
121.445467,37.6124,412020540
121.445467,37.612463,412020540
121.445467,37.612533,412020540
121.445467,37.612587,412020540
121.445467,37.612643,412020540
121.445467,37.612703,412020540
121.44548,37.61276,412020540
121.44548,37.612813,412020540
121.44548,37.612867,412020540
121.44548,37.612943,412020540
121.445493,37.613027,412020540
121.445493,37.6131,412020540
121.445493,37.613157,412020540
121.445493,37.613213,412020540
121.445493,37.61327,412020540
121.445493,37.613343,412020540
121.445493,37.613397,412020540
121.44548,37.613457,412020540
121.44548,37.613513,412020540
121.445467,37.613567,412020540
121.44544,37.61362,412020540
121.445427,37.6137,412020540
121.4454,37.61378,412020540
121.44536,37.613853,412020540
121.445333,37.61392,412020540
121.445293,37.61399,412020540
121.445253,37.614057,412020540
121.4452,37.61412,412020540
121.445147,37.614187,412020540
121.445107,37.614247,412020540
121.44504,37.614303,412020540
121.444987,37.61436,412020540
121.44492,37.614413,412020540
121.444853,37.61447,412020540
121.444773,37.614527,412020540
121.44472,37.614583,412020540
121.444653,37.614623,412020540
121.444547,37.614693,412020540
121.44448,37.614743,412020540
121.444387,37.614797,412020540
121.444307,37.61485,412020540
121.444227,37.6149,412020540
121.444147,37.61495,412020540
121.44404,37.615,412020540
121.443947,37.615053,412020540
121.443893,37.615077,412020540
121.4438,37.615133,412020540
